"10","N05CA06","SECOBARBITAL","28:24.04","BARBITURATES"
"1038","C01BA01","QUINIDINE","24:04.04.04","CLASS IA ANTIARRYTHMICS"
"10380","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"10381","QS03CA04","HYDROCORTISONE AND ANTIINFECTIVES","",""
"10384","B05ZA","HEMODIALYTICS, CONCENTRATES","40:34.00*","HEMODIALYSIS SOLUTION"
"10385","L01AA01","CYCLOPHOSPHAMIDE","10:00.00","ANTINEOPLASTIC AGENTS"
"10386","L01AA01","CYCLOPHOSPHAMIDE","10:00.00","ANTINEOPLASTIC AGENTS"
"10388","A11CA02","BETA-CAROTENE","88:04.00","VITAMIN A"
"10389","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"1039","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"10390","A02BA02","RANITIDINE","56:28.12","HISTAMINE H2-ANTAGONISTS"
"10392","A12AA04","CALCIUM CARBONATE","40:12.00","REPLACEMENT PREPARATIONS"
"10396","N05CD05","TRIAZOLAM","28:24.08","BENZODIAZEPINES"
"10397","N05CD05","TRIAZOLAM","28:24.08","BENZODIAZEPINES"
"104","C10AX01","DEXTROTHYROXINE","24:06.00","ANTILIPEMIC AGENTS"
"1040","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"10400","A06AC03","STERCULIA","56:12.00","CATHARTICS AND LAXATIVES"
"10401","R05X","Other cold preparations","48:01.00*","OTHER COLD AND COUGH PREPARATIONS"
"10402","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C"
"10403","A11EA","VITAMIN B-COMPLEX, PLAIN","88:08.00","VITAMIN B COMPLEX"
"10404","A11CA02","BETA-CAROTENE","88:04.00","VITAMIN A"
"10405","A11CB","VITAMIN A AND D IN COMBINATION","88:04.01*","VITAMIN A AND D"
"10406","A12CB02","ZINC GLUCONATE","88:29.00*","MINERALS"
"10407","A12CB02","ZINC GLUCONATE","88:29.00*","MINERALS"
"10408","A12CB02","ZINC GLUCONATE","88:29.00*","MINERALS"
"10409","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C"
"1041","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"10410","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"10411","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"10412","A11HA31","CALCIUM PANTOTHENATE","88:08.00","VITAMIN B COMPLEX"
"10413","A11HA31","CALCIUM PANTOTHENATE","88:08.00","VITAMIN B COMPLEX"
"10414","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:08.00","VITAMIN B COMPLEX"
"10414","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:12.00","VITAMIN C"
"10415","A11CB","VITAMIN A AND D IN COMBINATION","88:04.01*","VITAMIN A AND D"
"10416","A11CB","VITAMIN A AND D IN COMBINATION","88:04.01*","VITAMIN A AND D"
"10417","C04AC01","NICOTINIC ACID","88:08.00","VITAMIN B COMPLEX"
"10418","A11HA01","NICOTINAMIDE","88:08.00","VITAMIN B COMPLEX"
"10419","A12CX","OTHER MINERAL PRODUCTS","88:29.00*","MINERALS"
"1042","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"10420","A12CX","OTHER MINERAL PRODUCTS","88:29.00*","MINERALS"
"10421","A12AX","CALCIUM, COMBINATIONS WITH VITAMIN D AND/OR OTHER DRUGS","88:29.00*","MINERALS"
"10422","A11HA03","TOCOPHEROL (VIT E)","88:20.00","VITAMIN E"
"10423","A09AA02","MULTIENZYMES (LIPASE, PROTEASE ETC)","88:30.00*","OTHER NUTRITIONAL AGENTS"
"10427","A02BA02","RANITIDINE","56:28.12","HISTAMINE H2-ANTAGONISTS"
"10428","A02BA02","RANITIDINE","56:28.12","HISTAMINE H2-ANTAGONISTS"
"1043","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"10430","A11HA03","TOCOPHEROL (VIT E)","88:20.00","VITAMIN E"
"10431","D05AA","TARS","84:32.00","KERATOPLASTIC AGENTS"
"10432","A11CA02","BETA-CAROTENE","88:04.00","VITAMIN A"
"10434","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C"
"10436","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10437","B03BA51","CYANOCOBALAMIN, COMBINATIONS","88:08.00","VITAMIN B COMPLEX"
"1044","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"10443","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"10444","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"10445","A01AA01","SODIUM FLUORIDE","34:00.00","DENTAL AGENTS"
"10446","A01AA01","SODIUM FLUORIDE","34:00.00","DENTAL AGENTS"
"10447","A11EX","VITAMIN B-COMPLEX, OTHER COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"10448","D11AF","WART AND ANTI-CORN PREPARATIONS","84:28.00","KERATOLYTIC AGENTS"
"10449","A07BA01","MEDICINAL CHARCOAL","56:04.00","ANTACIDS AND ADSORBENTS"
"1045","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"10452","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10453","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10454","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10458","N04BD01","SELEGILINE","28:36.32","MONOAMINE OXIDASE B INHIBITORS"
"10459","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C"
"1046","B02BC06","THROMBIN","20:28.16","HEMOSTATICS"
"10460","D08AC52","CHLORHEXIDINE, COMBINATIONS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"10461","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10462","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10463","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10464","B03BA01","CYANOCOBALAMIN","88:08.00","VITAMIN B COMPLEX"
"10465","D08AC52","CHLORHEXIDINE, COMBINATIONS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"10466","D08AE55","CHLOROXYLENOL, COMBINATIONS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"10467","D08AC52","CHLORHEXIDINE, COMBINATIONS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"10468","D08AG03","IODINE","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"10469","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"1047","B02BC06","THROMBIN","20:28.16","HEMOSTATICS"
"10472","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"10473","D05AA","TARS","84:28.00","KERATOLYTIC AGENTS"
"10473","D05AA","TARS","84:32.00","KERATOPLASTIC AGENTS"
"10474","","","88:29.00*","MINERALS"
"10475","J01DD04","CEFTRIAXONE","08:12.06.12","THIRD GENERATION CEPHALOSPORINS"
"10476","A06AC01","ISPAGHULA (PSYLLA SEEDS)","56:12.00","CATHARTICS AND LAXATIVES"
"10477","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"10478","A12AA03","CALCIUM GLUCONATE","88:29.00*","MINERALS"
"10479","A12CC03","MAGNESIUM GLUCONATE","88:29.00*","MINERALS"
"1048","B02BC06","THROMBIN","20:28.16","HEMOSTATICS"
"10480","M02AC","PREPARATIONS WITH SALICYLIC ACID DERIVATIVES","28:08.04.24","SALICYLATES"
"10482","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"10483","A02BX02","SUCRALFATE","56:28.32","PROTECTANTS"
"10484","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"10487","C09AA01","CAPTOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS"
"10489","D11AX12","PYRITHIONE ZINC","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"1049","A11JC","VITAMINS, OTHER COMBINATIONS","88:12.00","VITAMIN C"
"10493","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"10498","D10AE01","BENZOYL PEROXIDE","84:28.00","KERATOLYTIC AGENTS"
"10499","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"105","P02CB01","PIPERAZINE","08:08.00","ANTHELMINTICS"
"1050","B03AA52","FERROUS FUMARATE, COMBINATIONS","20:04.04","IRON PREPARATIONS"
"10500","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"10501","S01AA30","COMBINATIONS OF DIFFERENT ANTIBIOTICS","52:04.04","ANTIBACTERIALS"
"10502","R01AX30","COMBINATIONS","52:92.00","EENT DRUGS, MISCELLANEOUS"
"10503","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"10504","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"10506","P03AB02","LINDANE","84:04.12","SCABICIDES AND PEDICULICIDES"
"10507","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"10508","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C"
"1051","A09AC01","PEPSIN AND ACID PREPARATIONS","56:16.00","DIGESTANTS"
"10513","B05ZA","HEMODIALYTICS, CONCENTRATES","40:34.00*","HEMODIALYSIS SOLUTION"
"10514","B05ZA","HEMODIALYTICS, CONCENTRATES","40:34.00*","HEMODIALYSIS SOLUTION"
"1052","B03BB51","FOLIC ACID, COMBINATIONS","88:08.00","VITAMIN B COMPLEX"
"10522","R01BA52","PSEUDOEPHEDRINE, COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES"
"10522","R01BA52","PSEUDOEPHEDRINE, COMBINATIONS","12:12.00","SYMPATHOMIMETIC (ADRENERGIC) AGENTS"
"10524","J01DD08","CEFIXIME","08:12.06.12","THIRD GENERATION CEPHALOSPORINS"
"1053","","","92:00.00","MISCELLANEOUS THERAPEUTIC AGENTS"
"10531","N05CD05","TRIAZOLAM","28:24.08","BENZODIAZEPINES"
"10534","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"10537","J05AB01","ACYCLOVIR","08:18.32","NUCLEOSIDES AND NUCLEOTIDES"
"10538","R01AX30","COMBINATIONS","52:92.00","EENT DRUGS, MISCELLANEOUS"
"10539","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1054","A11JA","COMBINATIONS OF VITAMINS","88:28.00","MULTIVITAMIN PREPARATIONS"
"10541","D08AC52","CHLORHEXIDINE, COMBINATIONS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"10542","N07CA03","FLUNARIZINE","04:04.16","PIPERAZINE DERIVATIVES"
"10542","N07CA03","FLUNARIZINE","28:32.92","ANTIMIGRAINE AGENTS, MISCELLANEOUS"
"10543","A07DA03","LOPERAMIDE","56:08.00","ANTIDIARRHEA AGENTS"
"10544","A11CA02","BETA-CAROTENE","88:04.00","VITAMIN A"
"10547","A01AA01","SODIUM FLUORIDE","34:00.00","DENTAL AGENTS"
"10548","N05CD05","TRIAZOLAM","28:24.08","BENZODIAZEPINES"
"10549","A03FA01","METOCLOPRAMIDE","56:32.00","PROKINETIC AGENTS"
"1055","B06AA11","BROMELAINS","44:00.00","ENZYMES"
"10550","A03FA01","METOCLOPRAMIDE","56:32.00","PROKINETIC AGENTS"
"10551","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"10553","A01AD11","VARIOUS","52:16.00","LOCAL ANESTHETICS"
"10554","P03AC52","BIOALLETHRIN, COMBINATIONS","84:04.12","SCABICIDES AND PEDICULICIDES"
"10555","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10556","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10557","C07AB04","ACEBUTOLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS"
"10558","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"10559","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"1056","A12AX","CALCIUM, COMBINATIONS WITH VITAMIN D AND/OR OTHER DRUGS","88:29.00*","MINERALS"
"10560","D02BA","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE","84:80.00","SUNSCREEN AGENTS"
"10561","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"10562","D02BA","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE","84:80.00","SUNSCREEN AGENTS"
"10563","C08CA05","NIFEDIPINE","24:28.08","DIHYDROPYRIDINES"
"10564","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"10566","D02AB","ZINC PRODUCTS","84:24.12","BASIC OINTMENTS AND PROTECTANTS"
"10568","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"1057","A11CB","VITAMIN A AND D IN COMBINATION","88:04.01*","VITAMIN A AND D"
"10570","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C"
"10571","A11HA02","PYRIDOXINE (VIT B6)","88:08.00","VITAMIN B COMPLEX"
"10572","A11HA02","PYRIDOXINE (VIT B6)","88:08.00","VITAMIN B COMPLEX"
"10573","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C"
"10578","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10579","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1058","A11EX","VITAMIN B-COMPLEX, OTHER COMBINATIONS","88:08.00","VITAMIN B COMPLEX"
"1058","A11EX","VITAMIN B-COMPLEX, OTHER COMBINATIONS","88:12.00","VITAMIN C"
"10580","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10581","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10582","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10583","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10584","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10585","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10586","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10587","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10588","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10589","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1059","A09AC","ENZYME AND ACID PREPARATIONS, COMBINATIONS","56:16.00","DIGESTANTS"
"10590","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10591","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10592","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10593","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10594","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10595","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10596","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10597","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10598","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10599","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"106","","","08:08.00","ANTHELMINTICS"
"1060","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"10600","N02CA52","ERGOTAMINE, COMBINATIONS EXCL. PSYCHOLEPTICS","12:16.00","SYMPATHOLYTIC (ADRENERGIC BLOCKING) AGENTS"
"10601","A06AA02","DOCUSATE SODIUM","56:12.00","CATHARTICS AND LAXATIVES"
"10603","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"10604","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10605","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10606","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10607","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10608","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10609","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10610","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10611","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10612","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10613","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10614","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10615","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10616","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10617","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10618","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10619","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10620","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10621","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10622","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10623","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10624","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10625","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10626","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10627","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10628","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10629","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1063","","","34:00.00","DENTAL AGENTS"
"10630","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10631","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10632","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10633","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10634","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10635","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10636","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10637","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10638","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10639","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1064","N02AA59","CODEINE, COMBINATIONS EXCL. PSYCHOLEPTICS","28:08.04.24","SALICYLATES"
"1064","N02AA59","CODEINE, COMBINATIONS EXCL. PSYCHOLEPTICS","28:08.08","OPIATE AGONISTS"
"10640","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10641","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10642","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10643","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10644","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10645","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10646","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10647","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10648","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10649","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1065","N02BA51","ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS","28:08.04.24","SALICYLATES"
"1065","N02BA51","ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS","28:08.08","OPIATE AGONISTS"
"10650","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10651","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10652","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10653","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10654","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10655","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10656","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10657","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10658","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10659","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1066","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"10660","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10661","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10662","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10663","S01EB09","ACETYLCHOLINE","52:40.20","MIOTICS"
"1067","G01AX","OTHER ANTIINFECTIVES AND ANTISEPTICS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"10670","J01DC05","CEFOTETAN","08:12.07.12","CEPHAMYCINS"
"1068","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"10680","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.20","PROPYLAMINE DERIVATIVES"
"10680","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS"
"10681","A12CE","SELENIUM","88:29.00*","MINERALS"
"10682","A12CB","ZINC","88:29.00*","MINERALS"
"10683","D08AC52","CHLORHEXIDINE, COMBINATIONS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"10684","A01AA04","STANNOUS FLUORIDE","34:00.00","DENTAL AGENTS"
"10685","V06DC01","GLUCOSE","40:20.00","CALORIC AGENTS"
"10689","D01AC08","KETOCONAZOLE","84:04.08.08","AZOLES"
"1069","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"10690","A03FA02","CISAPRIDE","56:32.00","PROKINETIC AGENTS"
"10691","A03FA03","DOMPERIDONE","56:32.00","PROKINETIC AGENTS"
"10692","D02AX","OTHER EMOLLIENTS AND PROTECTIVES","84:24.12","BASIC OINTMENTS AND PROTECTANTS"
"10693","A02DA","ANTIFLATULENTS","56:10.00","ANTIFLATULENTS"
"10694","A06AA01","LIQUID PARAFFIN","56:12.00","CATHARTICS AND LAXATIVES"
"10695","D08AX05","ISOPROPANOL","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"10696","D08AG53","IODINE, COMBINATIONS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"10697","R05X","Other cold preparations","48:01.00*","OTHER COLD AND COUGH PREPARATIONS"
"10698","D04AX","OTHER ANTIPRURITICS","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS"
"10699","A06AB05","CASTOR OIL","56:12.00","CATHARTICS AND LAXATIVES"
"107","N07AB01","CARBACHOL","12:04.00","PARASYMPATHOMEMETIC (CHOLINERGIC) AGENTS"
"1070","G01AX11","POVIDONE-IODINE","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"10700","D02AB","ZINC PRODUCTS","84:24.12","BASIC OINTMENTS AND PROTECTANTS"
"10701","D02AB","ZINC PRODUCTS","84:24.12","BASIC OINTMENTS AND PROTECTANTS"
"10702","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"10703","M02AX10","VARIOUS","84:24.04","BASIC LOTIONS AND LINIMENTS"
"10704","A12AA05","CALCIUM LACTATE","88:29.00*","MINERALS"
"1071","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"10713","N04AC01","BENZATROPINE","28:36.08","ANTICHOLINERGIC AGENTS"
"10714","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10715","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10716","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10717","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10718","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10719","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1072","D02AB","ZINC PRODUCTS","84:24.12","BASIC OINTMENTS AND PROTECTANTS"
"10720","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10721","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10722","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10723","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10724","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10725","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10726","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10727","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10728","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10729","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1073","A02AH","ANTACIDS WITH SODIUM BICARBONATE","56:04.00","ANTACIDS AND ADSORBENTS"
"10730","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10731","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10732","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10733","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10734","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10735","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10736","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10737","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10738","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10739","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1074","P01BC01","QUININE","08:30.08","ANTIMALARIALS"
"10740","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10741","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10742","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10743","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10744","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10745","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10746","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10747","A12CX","OTHER MINERAL PRODUCTS","88:29.00*","MINERALS"
"10749","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"1075","R05DA04","CODEINE","28:08.08","OPIATE AGONISTS"
"10750","M01AE02","NAPROXEN","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS"
"10753","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10754","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10755","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10756","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10757","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10758","A11JC","VITAMINS, OTHER COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"10759","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"1076","R05DA04","CODEINE","28:08.08","OPIATE AGONISTS"
"10764","A11JC","VITAMINS, OTHER COMBINATIONS","88:30.00*","OTHER NUTRITIONAL AGENTS"
"10765","A06AD04","MAGNESIUM SULPHATE","56:12.00","CATHARTICS AND LAXATIVES"
"10766","A06AB05","CASTOR OIL","56:12.00","CATHARTICS AND LAXATIVES"
"10768","","","88:29.00*","MINERALS"
"10769","S01FA01","ATROPINE","52:24.00","MYDRIATICS"
"1077","R05DA04","CODEINE","28:08.08","OPIATE AGONISTS"
"10771","M01AB05","DICLOFENAC","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS"
"10773","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"10774","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
